feature,type,weighting,n_tasks,auc,best_threshold,precision_at_best,recall_at_best,f1_at_best
AU09+AU12,combo_2,unweighted,795,0.7396983050847458,1.536046511627907,0.8264705882352941,0.562,0.6690476190476191
AU12+AU25,combo_2,unweighted,795,0.7359728813559321,2.0964835164835165,0.8064516129032258,0.6,0.6880733944954128
AU06+AU25,combo_2,unweighted,795,0.7273355932203389,1.9541052631578948,0.8378378378378378,0.496,0.6231155778894473
AU06+AU12,combo_2,unweighted,795,0.7233016949152542,2.127272727272727,0.7600896860986547,0.678,0.7167019027484145
AU12+AU23,combo_2,unweighted,795,0.7058881355932203,1.4875757575757576,0.7697674418604651,0.662,0.7118279569892473
AU06+AU09,combo_2,unweighted,795,0.7004813559322035,1.1045098039215686,0.7835616438356164,0.572,0.661271676300578
AU05+AU12,combo_2,unweighted,795,0.6980440677966102,1.2593617021276597,0.7579617834394905,0.714,0.7353244078269825
AU12+AU20,combo_2,unweighted,795,0.6965932203389831,1.4271794871794874,0.7572383073496659,0.68,0.7165437302423604
AU09+AU25,combo_2,unweighted,795,0.6959661016949154,0.8551282051282052,0.7769230769230769,0.606,0.6808988764044944
AU23+AU25,combo_2,unweighted,795,0.6870271186440677,0.8147692307692307,0.7505197505197505,0.722,0.7359836901121305
AU06+AU23,combo_2,unweighted,795,0.677457627118644,1.2306329113924055,0.7727272727272727,0.544,0.6384976525821596
AU05+AU06,combo_2,unweighted,795,0.6770508474576271,0.91,0.7379310344827587,0.642,0.6866310160427808
AU12+AU15,combo_2,unweighted,795,0.6716813559322035,1.3070103092783503,0.7281746031746031,0.734,0.7310756972111554
AU12+AU14,combo_2,unweighted,795,0.6673288135593219,1.854961240310078,0.7292576419213974,0.668,0.697286012526096
AU07+AU12,combo_2,unweighted,795,0.666586440677966,1.5676119402985074,0.7135135135135136,0.792,0.7507109004739337
AU06+AU20,combo_2,unweighted,795,0.6656169491525424,1.127741935483871,0.7573333333333333,0.568,0.6491428571428571
AU02+AU12,combo_2,unweighted,795,0.6645254237288136,1.2647747747747746,0.7363083164300203,0.726,0.7311178247734139
AU05+AU25,combo_2,unweighted,795,0.6619627118644067,0.7119101123595506,0.7483588621444202,0.684,0.7147335423197493
AU20+AU25,combo_2,unweighted,795,0.6615661016949153,0.8284615384615385,0.7399103139013453,0.66,0.6976744186046512
AU12+AU45,combo_2,unweighted,795,0.6609932203389831,1.375,0.7254098360655737,0.708,0.7165991902834007
AU14+AU25,combo_2,unweighted,795,0.6596610169491526,1.4838709677419355,0.7464114832535885,0.624,0.6797385620915033
AU06+AU14,combo_2,unweighted,795,0.6581084745762712,1.5897163120567375,0.7388392857142857,0.662,0.6983122362869199
AU02+AU06,combo_2,unweighted,795,0.6534644067796611,0.9598611111111112,0.7244444444444444,0.652,0.6863157894736842
AU06+AU45,combo_2,unweighted,795,0.6490779661016948,1.0392528735632183,0.7286995515695067,0.65,0.6871035940803383
AU07+AU25,combo_2,unweighted,795,0.6476813559322034,1.1187096774193548,0.7080979284369114,0.752,0.7293889427740058
AU06+AU15,combo_2,unweighted,795,0.6420813559322034,1.009512195121951,0.7168949771689498,0.628,0.6695095948827292
AU02+AU25,combo_2,unweighted,795,0.6416033898305086,0.6573015873015875,0.7153846153846154,0.744,0.7294117647058823
AU12+AU26,combo_2,unweighted,795,0.6411186440677965,1.39048,0.7097902097902098,0.812,0.7574626865671642
AU06+AU07,combo_2,unweighted,795,0.6386576271186439,1.2892569659442725,0.708502024291498,0.7,0.704225352112676
AU15+AU25,combo_2,unweighted,795,0.6371186440677966,0.8237931034482758,0.7333333333333333,0.638,0.6823529411764706
AU09+AU23,combo_2,unweighted,795,0.6347152542372881,0.10371428571428559,0.6972789115646258,0.82,0.7536764705882353
AU01+AU12,combo_2,unweighted,795,0.6297898305084746,1.2578640776699028,0.7218045112781954,0.768,0.7441860465116279
AU25+AU45,combo_2,unweighted,795,0.6259966101694916,0.8242857142857143,0.721627408993576,0.674,0.6970010341261634
AU10+AU12,combo_2,unweighted,795,0.6224610169491526,2.0298076923076924,0.7024647887323944,0.798,0.7471910112359551
AU12+AU17,combo_2,unweighted,795,0.6201796610169492,1.472608695652174,0.7015985790408525,0.79,0.7431796801505174
AU01+AU06,combo_2,unweighted,795,0.6177525423728815,0.9108163265306123,0.6949152542372882,0.738,0.7158098933074686
AU06+AU26,combo_2,unweighted,795,0.6165966101694915,1.2402970297029703,0.702819956616052,0.648,0.6742976066597294
AU06+AU10,combo_2,unweighted,795,0.6149966101694915,1.6004545454545451,0.6866666666666666,0.824,0.749090909090909
AU07+AU09,combo_2,unweighted,795,0.6068745762711865,0.2630769230769231,0.6801948051948052,0.838,0.7508960573476702
AU09+AU14,combo_2,unweighted,795,0.6063694915254237,0.942829861111111,0.7191011235955056,0.512,0.5981308411214953
AU10+AU25,combo_2,unweighted,795,0.6033084745762711,2.2532142857142854,0.7142857142857143,0.49,0.5812574139976275
AU09+AU20,combo_2,unweighted,795,0.6000813559322034,0.198433734939759,0.7080103359173127,0.548,0.6178128523111612
AU04+AU12,combo_2,unweighted,795,0.5973796610169491,1.2375294117647062,0.6952054794520548,0.812,0.7490774907749078
AU06+AU17,combo_2,unweighted,795,0.5969152542372882,1.8731343283582094,0.774869109947644,0.296,0.4283646888567294
AU01+AU25,combo_2,unweighted,795,0.5960813559322033,0.6594999999999999,0.6942003514938488,0.79,0.7390084190832554
AU05+AU09,combo_2,unweighted,795,0.5952067796610169,0.1346500402252614,0.7107438016528925,0.516,0.5979142526071843
AU04+AU06,combo_2,unweighted,795,0.5940271186440678,1.02,0.6923076923076923,0.684,0.688128772635815
AU07+AU14,combo_2,unweighted,795,0.5906338983050847,1.6141071428571427,0.7007874015748031,0.534,0.6061293984108969
AU14+AU23,combo_2,unweighted,795,0.5901084745762711,0.866341463414634,0.7022727272727273,0.618,0.6574468085106383
AU25+AU26,combo_2,unweighted,795,0.5871864406779661,0.8416513761467889,0.6869565217391305,0.79,0.7348837209302327
AU07+AU23,combo_2,unweighted,795,0.5857186440677966,0.8699999999999999,0.6987951807228916,0.58,0.6338797814207651
AU17+AU25,combo_2,unweighted,795,0.575542372881356,1.1689655172413793,0.6944444444444444,0.6,0.6437768240343348
AU07+AU10,combo_2,unweighted,795,0.5732067796610169,2.0908080808080807,0.683046683046683,0.556,0.6130099228224918
AU05+AU07,combo_2,unweighted,795,0.5725050847457627,0.35977272727272724,0.6672413793103448,0.774,0.7166666666666668
AU07+AU20,combo_2,unweighted,795,0.5724305084745763,0.7097619047619047,0.6847826086956522,0.63,0.6562500000000001
AU05+AU14,combo_2,unweighted,795,0.5696067796610169,0.8032467532467531,0.6870229007633588,0.54,0.6047032474804032
AU02+AU09,combo_2,unweighted,795,0.5695932203389831,0.083611111111111,0.6708860759493671,0.742,0.704653371320038
AU14+AU20,combo_2,unweighted,795,0.5686644067796611,0.5561764705882353,0.6730769230769231,0.77,0.7182835820895522
AU04+AU25,combo_2,unweighted,795,0.5669830508474576,0.8599065420560749,0.6814671814671814,0.706,0.6935166994106091
AU02+AU07,combo_2,unweighted,795,0.5590813559322034,0.1876315789473684,0.6681481481481482,0.902,0.7676595744680852
AU09+AU45,combo_2,unweighted,795,0.5574338983050847,0.1608421052631578,0.6718146718146718,0.696,0.6836935166994106
AU07+AU45,combo_2,unweighted,795,0.5538745762711864,0.3809999999999999,0.6607431340872375,0.818,0.7310098302055406
AU14+AU45,combo_2,unweighted,795,0.5536610169491526,0.4139344262295081,0.6605783866057838,0.868,0.7502160760587727
AU07+AU15,combo_2,unweighted,795,0.5500610169491525,0.4933823529411763,0.6624775583482945,0.738,0.6982024597918638
AU09+AU10,combo_2,unweighted,795,0.5489288135593221,1.5442710472279262,0.6807909604519774,0.482,0.5644028103044496
AU10+AU14,combo_2,unweighted,795,0.5478847457627118,1.630238095238095,0.6606498194945848,0.732,0.6944971537001897
AU02+AU14,combo_2,unweighted,795,0.5477322033898304,0.3506578947368421,0.6636363636363637,0.876,0.7551724137931035
AU14+AU15,combo_2,unweighted,795,0.5474203389830509,0.44873417721518993,0.6656200941915228,0.848,0.7458223394898857
AU07+AU26,combo_2,unweighted,795,0.5406644067796611,0.782,0.6617915904936015,0.724,0.6914995224450812
AU10+AU23,combo_2,unweighted,795,0.5334305084745762,1.0178947368421052,0.6547231270358306,0.804,0.7217235188509874
AU04+AU07,combo_2,unweighted,795,0.5333220338983051,1.77625,0.6888888888888889,0.31,0.4275862068965517
AU05+AU23,combo_2,unweighted,795,0.5295389830508475,0.0828571428571428,0.6586715867158671,0.714,0.6852207293666027
AU09+AU15,combo_2,unweighted,795,0.5290338983050847,0.24199999999999988,0.6686046511627907,0.46,0.5450236966824644
AU01+AU07,combo_2,unweighted,795,0.527057627118644,0.1871929824561402,0.652542372881356,0.924,0.7649006622516556
AU20+AU23,combo_2,unweighted,795,0.5269762711864407,0.043428571428571296,0.6482558139534884,0.892,0.7508417508417509
AU23+AU45,combo_2,unweighted,795,0.5232000000000001,0.22999999999999998,0.6692307692307692,0.696,0.6823529411764705
AU01+AU14,combo_2,unweighted,795,0.5150474576271187,0.7121153846153846,0.6549707602339181,0.672,0.6633761105626851
AU07+AU17,combo_2,unweighted,795,0.5138338983050847,0.6524137931034483,0.6452119309262166,0.822,0.7229551451187335
AU10+AU20,combo_2,unweighted,795,0.5126644067796611,0.8986486486486486,0.6511627906976745,0.84,0.7336244541484717
AU14+AU26,combo_2,unweighted,795,0.5124745762711864,0.48934984520123836,0.6454802259887006,0.914,0.7566225165562914
AU04+AU09,combo_2,unweighted,795,0.5093559322033898,0.1326666666666666,0.6560150375939849,0.698,0.6763565891472869
AU02+AU23,combo_2,unweighted,795,0.5080847457627119,0.1204945054945054,0.6491228070175439,0.74,0.6915887850467289
AU05+AU10,combo_2,unweighted,795,0.5069491525423728,0.4922857142857142,0.646896551724138,0.938,0.7657142857142857
AU04+AU14,combo_2,unweighted,795,0.5058745762711865,0.9998387096774193,0.6551724137931034,0.57,0.6096256684491977
AU14+AU17,combo_2,unweighted,795,0.5055152542372882,0.6769863013698629,0.6467889908256881,0.846,0.7331022530329289
AU09+AU26,combo_2,unweighted,795,0.4957084745762712,0.1916987179487179,0.6492220650636492,0.918,0.7605633802816901
AU02+AU10,combo_2,unweighted,795,0.4952881355932204,0.5979104477611941,0.6481223922114048,0.932,0.7645611156685808
AU10+AU45,combo_2,unweighted,795,0.49178305084745766,0.612511013215859,0.644718792866941,0.94,0.7648494711147273
AU10+AU15,combo_2,unweighted,795,0.49011525423728813,0.6360784313725489,0.6460674157303371,0.92,0.7590759075907592
AU01+AU09,combo_2,unweighted,795,0.4894677966101695,0.0060504201680671,0.6433289299867899,0.974,0.7748607796340493
AU04+AU10,combo_2,unweighted,795,0.4879796610169492,0.7387951807228914,0.644640234948605,0.878,0.7434377646062659
AU15+AU23,combo_2,unweighted,795,0.4870915254237288,0.1099230769230768,0.6343042071197411,0.784,0.7012522361359571
AU04+AU23,combo_2,unweighted,795,0.48404067796610173,0.055815602836879294,0.6426470588235295,0.874,0.7406779661016949
AU10+AU26,combo_2,unweighted,795,0.47290847457627117,0.7672727272727271,0.6419753086419753,0.936,0.7615947925142392
AU01+AU10,combo_2,unweighted,795,0.4645152542372881,0.542,0.6445047489823609,0.95,0.7679870654810024
AU02+AU20,combo_2,unweighted,795,0.4641254237288136,0.039819819819819705,0.6412556053811659,0.858,0.7339606501283148
AU20+AU45,combo_2,unweighted,795,0.4620779661016949,inf,0.0,0.0,0.0
AU05+AU20,combo_2,unweighted,795,0.4606271186440678,0.0013043478260869,0.6343381389252949,0.968,0.7664291369754552
AU10+AU17,combo_2,unweighted,795,0.45813220338983046,1.0943103448275862,0.6426426426426426,0.856,0.7341337907375644
AU02+AU45,combo_2,unweighted,795,0.4569220338983051,0.0036923076923076,0.6417322834645669,0.978,0.774960380348653
AU23+AU26,combo_2,unweighted,795,0.4499254237288136,0.1446808510638297,0.6347469220246238,0.928,0.7538586515028433
AU09+AU17,combo_2,unweighted,795,0.4455389830508475,0.0293333333333333,0.6334610472541508,0.992,0.7731878409976618
AU02+AU05,combo_2,unweighted,795,0.44505084745762713,0.0001398601398601,0.631578947368421,0.864,0.7297297297297297
AU05+AU45,combo_2,unweighted,795,0.442864406779661,0.0423749999999999,0.6334310850439883,0.864,0.7309644670050761
AU04+AU20,combo_2,unweighted,795,0.44279999999999997,0.0167213114754098,0.6296791443850267,0.942,0.7548076923076923
AU04+AU45,combo_2,unweighted,795,0.436342372881356,0.0004651162790697,0.631578947368421,0.984,0.7693510555121188
AU15+AU20,combo_2,unweighted,795,0.43579999999999997,0.0016666666666666,0.6317135549872123,0.988,0.7706708268330734
AU17+AU23,combo_2,unweighted,795,0.4354440677966102,0.0283870967741934,0.6313775510204082,0.99,0.7710280373831775
AU04+AU05,combo_2,unweighted,795,0.43492542372881354,0.0002678571428571,0.6300813008130082,0.93,0.7512116316639743
AU01+AU23,combo_2,unweighted,795,0.43485084745762703,0.0179518072289156,0.6319261213720316,0.958,0.7615262321144673
AU02+AU04,combo_2,unweighted,795,0.4268949152542373,0.005,0.6323119777158774,0.908,0.7454844006568144
AU01+AU02,combo_2,unweighted,795,0.42429152542372883,0.0001219512195121,0.6384839650145773,0.876,0.7386172006745363
AU15+AU45,combo_2,unweighted,795,0.4220508474576271,0.0010619469026548,0.6327827191867853,0.996,0.7738927738927739
AU04+AU15,combo_2,unweighted,795,0.41606779661016946,3.2115254237288138,1.0,0.004,0.00796812749003984
AU20+AU26,combo_2,unweighted,795,0.41425762711864406,0.0845679012345678,0.6341789052069426,0.95,0.7606084867894316
AU05+AU15,combo_2,unweighted,795,0.41178983050847456,0.006,0.6346414073071719,0.938,0.7570621468926554
AU02+AU26,combo_2,unweighted,795,0.41051186440677967,0.028214285714285598,0.6379084967320261,0.976,0.7715415019762845
AU01+AU20,combo_2,unweighted,795,0.4069593220338983,0.0037777777777777,0.6297262059973925,0.966,0.7624309392265194
AU05+AU26,combo_2,unweighted,795,0.4054474576271187,0.0251851851851851,0.636482939632546,0.97,0.768621236133122
AU02+AU15,combo_2,unweighted,795,0.399606779661017,0.0004109589041095,0.6309677419354839,0.978,0.7670588235294117
AU26+AU45,combo_2,unweighted,795,0.39856610169491524,0.1504651162790697,0.6335149863760218,0.93,0.753646677471637
AU04+AU26,combo_2,unweighted,795,0.3977050847457627,0.075813953488372,0.631578947368421,0.96,0.7619047619047619
AU04+AU17,combo_2,unweighted,795,0.3953694915254238,0.0189473684210526,0.6302414231257941,0.992,0.7707847707847708
AU17+AU20,combo_2,unweighted,795,0.3941084745762712,0.004010989010989,0.6311787072243346,0.996,0.7726920093095423
AU01+AU05,combo_2,unweighted,795,0.39295593220338987,9.70873786407767e-05,0.631432545201669,0.908,0.7448728465955703
AU01+AU45,combo_2,unweighted,795,0.38752542372881355,0.0035820895522388,0.6339869281045751,0.97,0.766798418972332
AU01+AU04,combo_2,unweighted,795,0.3849152542372881,3.054302477183833,1.0,0.006,0.011928429423459244
AU15+AU26,combo_2,unweighted,795,0.38232542372881356,0.020212765957446702,0.632051282051282,0.986,0.7703125
AU01+AU26,combo_2,unweighted,795,0.37933898305084746,0.0112244897959183,0.6343669250645995,0.982,0.770800627943485
AU17+AU45,combo_2,unweighted,795,0.37597966101694913,inf,0.0,0.0,0.0
AU15+AU17,combo_2,unweighted,795,0.3728203389830509,0.0013043478260869,0.6308470290771175,0.998,0.7730441518202943
AU02+AU17,combo_2,unweighted,795,0.37266779661016947,0.0037333333333333,0.6308470290771175,0.998,0.7730441518202943
AU05+AU17,combo_2,unweighted,795,0.3699152542372881,0.0037333333333333,0.6310432569974554,0.992,0.7713841368584758
AU01+AU15,combo_2,unweighted,795,0.36305762711864403,0.0003296703296703,0.6338028169014085,0.99,0.7728337236533959
AU17+AU26,combo_2,unweighted,795,0.35870508474576274,0.006171875,0.6297229219143576,1.0,0.7727975270479134
AU01+AU17,combo_2,unweighted,795,0.3420542372881356,0.0027272727272727,0.6311787072243346,0.996,0.7726920093095423
AU06*AU12_product,duchenne,unweighted,795,0.7215288135593221,0.763218857142857,0.7461240310077519,0.77,0.7578740157480315
AU06/AU12_ratio,duchenne,unweighted,795,0.5366779661016949,0.6287449756378197,0.6751968503937008,0.686,0.6805555555555556
logistic_all_AUs,logistic_regression,unweighted,795,0.7927593220338983,0.6636445066326432,0.872,0.654,0.7474285714285714
AU12_r_peak,univariate,unweighted,795,0.721593220338983,1.76,0.7306338028169014,0.83,0.7771535580524345
AU06_r_peak,univariate,unweighted,795,0.7203559322033898,1.73,0.8046647230320699,0.552,0.6548042704626335
AU12_r_mean,univariate,unweighted,795,0.7130169491525424,1.2642028985507243,0.7685393258426966,0.684,0.7238095238095238
AU25_r_mass,univariate,unweighted,795,0.6945016949152543,1.2940000000000005,0.7423312883435583,0.726,0.7340748230535895
AU25_r_peak,univariate,unweighted,795,0.6929423728813559,1.82,0.765,0.612,0.6799999999999999
AU09_r_mass,univariate,unweighted,795,0.6926440677966101,0.0669999999999999,0.7457983193277311,0.71,0.7274590163934427
AU06_r_mass,univariate,unweighted,795,0.6924474576271186,1.5663333333333331,0.7443762781186094,0.728,0.7360970677451971
AU12_r_mass,univariate,unweighted,795,0.6897050847457626,2.9836666666666662,0.7738095238095238,0.65,0.7065217391304347
AU12_c_mean,univariate,unweighted,795,0.689277966101695,0.6134453781512605,0.750465549348231,0.806,0.777242044358727
AU06_r_mean,univariate,unweighted,795,0.6869627118644068,0.9590909090909092,0.7617801047120419,0.582,0.6598639455782314
AU25_r_mean,univariate,unweighted,795,0.6804779661016949,0.6410909090909092,0.7532467532467533,0.696,0.7234927234927234
AU09_r_peak,univariate,unweighted,795,0.6755118644067797,0.28,0.7427937915742794,0.67,0.704521556256572
AU25_c_mean,univariate,unweighted,795,0.6659830508474577,0.3839779005524862,0.7493917274939172,0.616,0.6761800219538967
AU09_r_mean,univariate,unweighted,795,0.6656271186440679,0.0189855072463768,0.7244094488188977,0.736,0.7301587301587301
AU09_c_mean,univariate,unweighted,795,0.6432915254237288,0.0106157112526539,0.8060200668896321,0.482,0.6032540675844806
AU06_c_mean,univariate,unweighted,795,0.6422779661016949,0.5846153846153846,0.7118959107806692,0.766,0.7379576107899807
AU07_r_mass,univariate,unweighted,795,0.6413999999999999,0.6769999999999999,0.7097378277153558,0.758,0.7330754352030947
AU14_r_mass,univariate,unweighted,795,0.6385050847457627,0.7073333333333334,0.7019064124783362,0.81,0.7520891364902508
AU23_r_mass,univariate,unweighted,795,0.6211898305084746,0.3663333333333333,0.7445054945054945,0.542,0.6273148148148148
AU10_r_mass,univariate,unweighted,795,0.6189525423728813,2.268,0.7063492063492064,0.712,0.7091633466135459
AU07_r_peak,univariate,unweighted,795,0.6151491525423729,1.68,0.7182044887780549,0.576,0.6392896781354052
AU14_r_peak,univariate,unweighted,795,0.6050474576271186,1.0,0.6805324459234608,0.818,0.742960944595822
AU23_r_peak,univariate,unweighted,795,0.5867423728813559,0.48,0.6890243902439024,0.678,0.6834677419354839
AU07_r_mean,univariate,unweighted,795,0.5854237288135593,0.1876315789473684,0.680327868852459,0.83,0.7477477477477475
AU14_c_mean,univariate,unweighted,795,0.5834745762711864,0.125,0.6729377713458755,0.93,0.7808564231738035
AU14_r_mean,univariate,unweighted,795,0.5828067796610169,0.2172222222222222,0.6686746987951807,0.888,0.7628865979381444
AU23_r_mean,univariate,unweighted,795,0.5753762711864406,0.10375,0.6968215158924206,0.57,0.627062706270627
AU10_c_mean,univariate,unweighted,795,0.570850847457627,0.6842105263157895,0.6894824707846411,0.826,0.7515923566878981
AU10_r_peak,univariate,unweighted,795,0.5686847457627118,1.47,0.6715210355987055,0.83,0.7423971377459749
AU20_r_mass,univariate,unweighted,795,0.5679322033898304,0.3186666666666667,0.6953846153846154,0.452,0.5478787878787879
AU07_c_mean,univariate,unweighted,795,0.5619322033898304,0.2340425531914893,0.6749521988527725,0.706,0.6901270772238515
AU45_r_mass,univariate,unweighted,795,0.5444135593220338,0.8113333333333335,0.696,0.348,0.46399999999999997
AU23_c_mean,univariate,unweighted,795,0.5435118644067796,0.0379746835443038,0.6925465838509317,0.446,0.5425790754257909
AU26_r_mass,univariate,unweighted,795,0.5398440677966102,1.169666666666667,0.6637931034482759,0.462,0.544811320754717
AU45_c_mean,univariate,unweighted,795,0.5391186440677966,0.0783699059561128,0.6774193548387096,0.63,0.6528497409326425
AU20_r_peak,univariate,unweighted,795,0.5363016949152543,0.24,0.6541737649063032,0.768,0.7065317387304507
AU17_r_mass,univariate,unweighted,795,0.5212271186440678,1.7086666666666668,0.6793893129770993,0.356,0.4671916010498688
AU26_c_mean,univariate,unweighted,795,0.5211152542372881,0.0142857142857142,0.656188605108055,0.668,0.6620416253716551
AU10_r_mean,univariate,unweighted,795,0.519715254237288,0.5313333333333333,0.6477272727272727,0.912,0.7574750830564784
AU45_r_peak,univariate,unweighted,795,0.519013559322034,0.46,0.6493955094991365,0.752,0.6969416126042632
AU02_r_mass,univariate,unweighted,795,0.5075762711864407,0.1306666666666666,0.6544943820224719,0.466,0.544392523364486
AU02_r_peak,univariate,unweighted,795,0.5066169491525423,0.06,0.6440366972477064,0.702,0.6717703349282296
AU20_r_mean,univariate,unweighted,795,0.5056915254237287,0.0366459627329192,0.6563106796116505,0.676,0.6660098522167487
AU28_c_mean,univariate,unweighted,795,0.5034372881355932,0.0178571428571428,0.7058823529411765,0.024,0.04642166344294004
AU05_r_mass,univariate,unweighted,795,0.5013661016949152,0.008,0.6481113320079522,0.652,0.650049850448654
AU17_r_peak,univariate,unweighted,795,0.49929491525423725,1.24,0.6442953020134228,0.576,0.6082365364308341
AU05_r_peak,univariate,unweighted,795,0.498264406779661,0.08,0.6431451612903226,0.638,0.640562248995984
AU26_r_peak,univariate,unweighted,795,0.4980033898305084,0.47,0.6415620641562064,0.92,0.7559572719802794
AU15_r_mass,univariate,unweighted,795,0.49042372881355933,0.001,0.6350067842605156,0.936,0.7566693613581245
AU15_r_peak,univariate,unweighted,795,0.4868847457627119,0.01,0.6346414073071719,0.938,0.7570621468926554
AU05_c_mean,univariate,unweighted,795,0.48646779661016953,0.0048309178743961,0.6429780033840947,0.76,0.6966086159486709
AU04_r_mass,univariate,unweighted,795,0.48319999999999996,5.264333333333335,0.7142857142857143,0.11,0.19064124783362218
AU20_c_mean,univariate,unweighted,795,0.4802847457627119,inf,0.0,0.0,0.0
AU02_r_mean,univariate,unweighted,795,0.4766949152542373,0.0027941176470588,0.6415441176470589,0.698,0.6685823754789273
AU45_r_mean,univariate,unweighted,795,0.47377288135593226,0.042051282051282,0.64,0.768,0.6981818181818182
AU04_c_mean,univariate,unweighted,795,0.47085423728813564,0.0224358974358974,0.6430155210643016,0.58,0.6098843322818085
AU01_r_peak,univariate,unweighted,795,0.4666135593220339,0.01,0.6314984709480123,0.826,0.7157712305025996
AU02_c_mean,univariate,unweighted,795,0.46653898305084746,0.0021052631578947,0.648506151142355,0.738,0.6903648269410665
AU04_r_peak,univariate,unweighted,795,0.4664508474576271,3.61,0.8571428571428571,0.012,0.023668639053254437
AU05_r_mean,univariate,unweighted,795,0.4656677966101695,0.001340782122905,0.6312849162011173,0.678,0.6538090646094503
AU01_r_mass,univariate,unweighted,795,0.4634881355932204,0.0003333333333333,0.6314984709480123,0.826,0.7157712305025996
AU01_c_mean,univariate,unweighted,795,0.4553050847457627,inf,0.0,0.0,0.0
AU04_r_mean,univariate,unweighted,795,0.44729491525423726,3.180440677966102,1.0,0.004,0.00796812749003984
AU17_c_mean,univariate,unweighted,795,0.4310169491525424,0.0142180094786729,0.6319444444444444,0.728,0.6765799256505577
AU15_r_mean,univariate,unweighted,795,0.41976949152542375,0.0006976744186046,0.6348773841961853,0.932,0.7552674230145868
AU26_r_mean,univariate,unweighted,795,0.4182847457627119,0.0245652173913043,0.6391478029294274,0.96,0.7673860911270984
AU15_c_mean,univariate,unweighted,795,0.4177254237288136,inf,0.0,0.0,0.0
AU01_r_mean,univariate,unweighted,795,0.40917627118644073,0.0001219512195121,0.6319018404907976,0.824,0.7152777777777777
AU17_r_mean,univariate,unweighted,795,0.3786779661016949,0.0005,0.6301020408163265,0.988,0.7694704049844237
AU06+AU25,combo_2,weighted,795,0.7323617379955407,1.9541052631578948,0.8832599118942731,0.5160875160875161,0.6515028432168969
AU06+AU12,combo_2,weighted,795,0.7269092029655411,2.1213131313131317,0.8098159509202454,0.6795366795366795,0.7389783065080475
AU06+AU09,combo_2,weighted,795,0.7241430565374227,1.0991860465116277,0.8352059925093633,0.574002574002574,0.6803966437833715
AU12+AU25,combo_2,weighted,795,0.7126325520691718,2.1372222222222224,0.8472222222222222,0.5495495495495496,0.6666666666666666
AU09+AU12,combo_2,weighted,795,0.709795711204162,1.5446285714285717,0.8461538461538461,0.5238095238095238,0.6470588235294118
AU05+AU06,combo_2,weighted,795,0.7037721826454222,0.6417499999999998,0.7741176470588236,0.8468468468468469,0.8088506453595575
